Data Scope,Code,Name,"Credit
Points",Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,"Offering
Department",Offering Faculty,"FOE -
Narrow",Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,GEND3030,Decolonising Identity,10,,,130cp at 1000 level or above,,GEND330,"S1 Day
S1 Online","
","Dr Rebecca Sheehan
",Department of Sociology,Faculty of Arts,90313,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP1010,Introducing Human Geography,10,,,,,"ENVG111, GEOS111, GEOP111","S1 Day
S1 External","
","Dr Jessica McLean
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP1020,Introducing Environmental Humanities,10,,,,,"GEOP262, ENVG262, GEOS262","S1 Day
S1 Online","
","Dr Emily O'Gorman
",Department of Geography and Planning,Faculty of Arts,90399,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP1030,Sydney and the Great Australian Dream,10,,,,,,S2 Day,,"Dr Andrew Burridge
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP1040,Planning Systems,10,,,Admission to BPlan,,,S2 Day,,"Ms Linda Kelly
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP1080,Urban Planet: Cities and Planning in the Anthropocene,10,,,,,"ENVG281, GEOP181, GEOS280, GEOS281","S1 Day
S1 Online","
","Dr Donna Houston
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP2010,Theory and Methods in Human Geography,10,,,40cp at 1000 level or above,,GEOP201,S1 Day,with on campus sessions,"Dr Sara Fuller
",Department of Geography and Planning,Faculty of Arts,90309,No,GEOP6080,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP2020,"Geographies of Violence: Bodies, Spaces and Power",10,,,40cp at 1000 level or above,,,"S1 Day
S1 Online","
","Dr Richard Carter-White
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP2030,The Colonial Present,10,,,40cp at 1000 level or above,,,"S1 Day
S1 Online","
","Dr Donna Houston
",Department of Geography and Planning,Faculty of Arts,90399,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP2040,Geographies of Development,10,,,40cp at 1000 level or above,,"ENVG215, GEOS215, GEOS217, GEOP215","S1 Day
S1 Online","
","Dr Sara Fuller
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP2050,Environment and Society,10,,,40cp at 1000 level or above,,"ENV200, GEOP200","S1 Day
S1 External","
","Dr Emily O'Gorman
",Department of Geography and Planning,Faculty of Arts,50900,No,GEOP6050,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP2060,Geography and Planning Field School,10,,,(GEOP1010 or GEOP111) and (GEOP2010 or GEOP201),,,"S2 Day
S2 Fieldwork","
","Dr Maartje Roelofsen
",Department of Geography and Planning,Faculty of Arts,90399,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP2070,"Urban Dynamics: Population, Housing and Regeneration",10,,,40cp at 1000 level or above,,"ENVG219, GEOS219, GEOP219","S2 Day
S2 Online","
","Associate Professor Kristian Ruming
",Department of Geography and Planning,Faculty of Arts,90309,No,GEOP6070,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP2080,Planning and Development,10,,,GEOP1040,,"ENVG212, GEOS212, GEOP212",S1 Day,,"Ms Linda Kelly
",Department of Geography and Planning,Faculty of Arts,40103,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP3000,Environmental Justice in the Anthropocene,10,,,40cp at 2000 level or above,,GEOP300,"S1 Day
S1 Online","
","Associate Professor Andrew McGregor
",Department of Geography and Planning,Faculty of Arts,90399,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP3010,Tourism and Heritage,10,,,40cp at 2000 level or above,,,"S2 Day
S2 Online","
","Dr Maartje Roelofsen
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP3040,Asia-Pacific Development,10,,,40cp at 2000 level or above,,"ENVG311, ENVG330, GEOS311, GEOP330","S1 Day
S1 Online","
","Dr Fiona Miller
",Department of Geography and Planning,Faculty of Arts,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP3060,Borderless Worlds,10,,,40cp at 2000 level or above,,,"S2 Day
S2 Online","
","Dr Andrew Burridge
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP3070,Urban Economies,10,,,40cp at 2000 level or above,,"ENVG322, ENVG350, GEOS318, GEOS319, GEOS322, GEOP350","S2 Day
S2 Online","
","Associate Professor Kristian Ruming
",Department of Geography and Planning,Faculty of Arts,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP3080,Urban Strategic Planning,10,,,40cp at 2000 level or above including (GEOP212 or GEOP2080),,"ENVG326, ENVG370, GEOP370, GEOS326, GEOS361",S1 Day,,"Ms Linda Kelly
",Department of Geography and Planning,Faculty of Arts,40103,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP3090,Thinking Space,10,,,40cp at 2000 level or above,,,S1 Day,,"Dr Donna Houston
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP3800,Practicing Geography,10,,PACE,40cp at 2000 level and permission by special approval,,GEOP380,"S2 Day
S2 External","
with on campus sessions: None","Associate Professor Sandie Suchet-Pearson
",Department of Geography and Planning,Faculty of Arts,90309,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOP4070,Social Impact Assessment,10,,,40cp at 2000 level or above,,"ENVG462, GEOS462, GEOP462",S1 Day,,"Dr Alison Ziller
",Department of Geography and Planning,Faculty of Arts,40103,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP4080,Planning Experience,30,,PACE,Admission to BPlan and (GEOP2080 or GEOP212) and (GEOP3080 or GEOP370) and permission by special approval,,"ENVG461, GEOS461, GEOP461","S1 Day
S2 Day","
","Dr Miriam Williams
",Department of Geography and Planning,Faculty of Arts,40103,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOP4090,Planning and Design,10,,,Admission to BPlan and (130cp at 1000 level or above) including ENVG370 or GEOP370 or GEOP3080,,"ENVG463, GEOS463, GEOP463",S2 Day,,"Ms Linda Kelly
",Department of Geography and Planning,Faculty of Arts,40103,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",Yes,Bachelor of Planning
Undergraduate,GEOS1110,The Habitable Planet,10,,,,,GEOS112,"S1 Day
S1 External","
with on campus sessions","Dr Kira Westaway
Professor Simon George
Dr Stuart Browning
Associate Professor Craig O'Neill
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS1120,Dynamic Earth,10,,,,,GEOS125,S2 Day,,"Associate Professor Nathan Daczko
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10705,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS1130,"Blue Planet: Oceans, Climate and Life",10,,,,,GEOS126,S2 Day,,"Dr Stefan Loehr
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10907,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS1910,Advanced Earth and Environmental Sciences I,10,,,Admission to BAdvSc and permission by special approval,,,S2 Day,,"Dr Mark Lackie
Professor Simon George
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10799,Yes,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOS2042,"Life, the Universe and Everything",10,,,40cp at 1000 level or above,,GEOS204,S1 Day,,"Professor Simon George
Associate Professor Craig O'Neill
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS2111,Field Geology: Mapping and Palaeoenvironments,10,,,30cp at 1000 level or above,"	ENVE117 or ENVS117 or GEOS112 or GEOS125 or GEOS126 or GEOS204 or ENVS1017 or GEOS1110 or GEOS1120 or GEOS1130 or GEOS2042",GEOS226,S3 External,with on-campus sessions,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10703,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS2121,Volcanoes and Igneous Processes,10,,,GEOS125 or GEOS1120,,GEOS207,S1 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS2121,Volcanoes and Igneous Processes,10,,,GEOS125 or GEOS1120,,GEOS207,S1 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Red,No,,,
Undergraduate,GEOS2126,Crustal Deformation and Mountain Building,10,,,(GEOS112 or GEOS125 or GEOS126 or GEOS1110 or GEOS1120 or GEOS1130) and (60cp at 1000 level or above),,GEOS272,S2 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS2130,Marine Sediments: Records of Past Earth,10,,,GEOS112 or GEOS125 or GEOS126 or GEOS1110 or GEOS1120 or GEOS1130,,GEOS206,S1 Day,,"Dr April Abbott
Professor Simon George
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10907,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS2311,Geophysical Methods for Earth and Environmental Sciences,10,,,10cp from GEOS units at 1000 level,,GEOS205,S1 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10705,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS2320,Planetary Physics,10,,,10cp from either GEOS or PHYS units at 1000 level,,,,,"Associate Professor Craig O'Neill
Professor Juan Carlos Afonso
Professor Mark Wardle
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10705,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,GEOS3080,PACE in Earth and Planetary Sciences,10,,PACE,Permission by special approval,,GEOS348,"S1 Day
S1 External","with on campus sessions
with on campus sessions","Dr Elena Belousova
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10799,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS3090,Earth and Environmental Sciences Special Interest Seminar,10,,,Permission by special approval,,GEOS384,"S2 Day
S2 External","
with on campus sessions"," Earth and Planetary Sciences staff 
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS3110,Active Earth Systems,10,,,(GEOS207 or GEOS2121) and (120cp at 1000 level or above) and permission by special approval,,GEOS373,S3 External,with on campus sessions,"Associate Professor Heather Handley
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10703,No,none,30,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS3122,Geochemistry and Petrology of the Earth,10,,,(GEOS207 or GEOS2121) and (120cp at 1000 level or above),,"GEOS3120, GEOS343, GEOS344, GEOS3121",S1 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10703,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS3126,Structural and Metamorphic Geology,10,,,(GEOS272 or GEOS2126) and (120cp at 1000 level or above),,"GEOS3125, GEOS344, GEOS3120, GEOS307",S2 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10703,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS3130,Earth System History,10,,,(GEOS206 or GEOS2130) and 130cp at 1000 level or above,,GEOS309,S2 Day,,"Dr Stefan Loehr
Professor Simon George
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEOS3136,Marine Science Capstone,10,,PACE,130cp at 1000 level or above,20cp from BIOL373 or GEOS309 or ENVE301 or ENVS301 or BIOL3440 or GEOS3130 or ENVS3101,GEOS335,S2 Day,,"Dr April Abbott
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10907,No,none,no quota,no activity,No,No,,Green,No,Re-coded to from GEOS3135 due to new PACE designation - ASQC 26/3/2019,Yes,Bachelor of Marine Science
Undergraduate,GEOS3314,Environmental and Exploration Geophysics,10,,,20cp from GEOS or MATH or PHYS units at 2000 level including GEOS2311 or GEOS205,,"GEOS315, GEOS305, GEOS306, GEOS3310, GEOS3312",S2 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10705,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS3315,Global Tectonics and Cycles,10,,,20cp in GEOS or MATH or PHYS units at 2000 level including GEOS2311 or GEOS205,,"GEOS385, GEOS3311",S1 Day,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10705,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,GEOS3910,Advanced Earth and Environmental Sciences III,10,,,120cp including ((GEOS1910 or GEOS188) and (20cp(D) of GEOS or ENVS or ENV units at 2000 level)) and admission to BAdvSc and permission by special approval,,,S2 Day,,"Dr Mark Lackie
Professor Simon George
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10799,No,none,no quota,no activity,No,No,,Green,No,As per webforms,No,
Undergraduate,GRMN1010,I German Studies 1,10,,,,,"HSC German Extension or Continuers Band 4 and above, GMN104","S1 Day
S1 Online","
","Dr Brangwen Stone
",Department of International Studies,Faculty of Arts,91503,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GRMN1020,I German Studies 2,10,,,GMN104 or GRMN1010,,GMN105,"S2 Day
S2 External","
On-campus sessions: Voluntary. However, students must attend an examination in Australia.","Dr Brangwen Stone
",Department of International Studies,Faculty of Arts,91503,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GRMN1030,German Bridging Course,10,,,GMN105 or GRMN1020,,GMN133,S3 External,with on campus sessions,"Dr Brangwen Stone
",Department of International Studies,Faculty of Arts,91503,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
